symbol	transPos	exonNumber	chrm	genomePos	SOC-2745-226696	SOC-2774-227362	SOC-5936-294158	SOC-6075-291944	SOC-6752-315581	SOC-7165-343100	SOC-7637-361542	SOC-7777-371281	SOC-8272-401299	SOC-11199-480891	SOC-849-206653	SOC-1255-501160	SOC-2427-221981	SOC-2674-224814	SOC-2742-225553	SOC-4808-260525	SOC-5439-266610	SOC-5606-277617	SOC-5653-277626	SOC-5691-278006
ACTB	1051	5	chr7	5567652	1270	6703	2571	6078	1262	3118	2105	2043	1156	1126	1161	1614	571	1926	2000	432	1967	982	1785	1404
ACTB	1050	5	chr7	5567653	1286	6692	2608	5985	1273	3171	2158	2092	1169	1135	1206	1636	583	1936	2009	431	1983	993	1791	1417
ACTB	1049	5	chr7	5567654	1292	6410	2611	5728	1275	3210	2201	2111	1173	1134	1226	1647	594	1935	2016	437	1990	999	1794	1428
ACTB	1048	5	chr7	5567655	1343	6388	2680	5687	1304	3509	2280	2201	1210	1165	1265	1708	611	1988	2074	459	2052	1036	1841	1485
ACTB	1047	5	chr7	5567656	1384	6521	2777	5780	1340	3823	2354	2283	1234	1196	1317	1765	643	2036	2121	477	2127	1065	1906	1541
ACTB	1046	5	chr7	5567657	1440	6810	2874	5966	1383	3991	2423	2408	1291	1239	1388	1826	663	2132	2226	505	2216	1113	1972	1589
ACTB	1045	5	chr7	5567658	1513	6945	2980	6098	1454	4163	2469	2504	1360	1292	1446	1921	718	2179	2302	539	2319	1162	2022	1643
ACTB	1044	5	chr7	5567659	1493	7072	2906	6185	1421	4103	2449	2485	1337	1272	1434	1887	709	2130	2248	534	2284	1142	1980	1612
ACTB	1043	5	chr7	5567660	1461	6970	2872	6068	1377	4108	2429	2435	1312	1241	1413	1857	698	2085	2207	516	2241	1113	1936	1588
ACTB	1042	5	chr7	5567661	1480	6934	2895	6054	1377	4198	2472	2453	1319	1244	1420	1867	716	2087	2213	520	2270	1126	1946	1594
ACTB	1041	5	chr7	5567662	1481	6867	2907	5990	1380	4228	2481	2470	1323	1249	1431	1871	719	2095	2219	537	2289	1134	1947	1603
ACTB	1040	5	chr7	5567663	1494	7209	2957	6273	1404	4296	2504	2491	1344	1263	1453	1893	736	2118	2246	548	2324	1144	1962	1638
ACTB	1039	5	chr7	5567664	1500	7442	2982	6472	1426	4317	2522	2518	1359	1268	1477	1912	746	2135	2285	559	2350	1158	1994	1655
ACTB	1038	5	chr7	5567665	1496	7420	2977	6454	1423	4319	2520	2513	1355	1266	1471	1909	744	2133	2278	560	2348	1157	1991	1656
ACTB	1037	5	chr7	5567666	1503	7129	3004	6222	1426	4375	2545	2535	1371	1284	1496	1923	748	2141	2285	567	2359	1165	2007	1667
ACTB	1036	5	chr7	5567667	1491	7087	2989	6183	1416	4364	2532	2519	1359	1277	1484	1906	748	2134	2275	567	2355	1156	1996	1665
ACTB	1035	5	chr7	5567668	1494	7220	2998	6251	1419	4377	2545	2523	1356	1272	1485	1909	754	2133	2275	570	2349	1157	1997	1666
ACTB	1034	5	chr7	5567669	1490	7249	3008	6256	1415	4354	2549	2529	1353	1276	1485	1915	752	2142	2283	574	2346	1162	1996	1664
ACTB	1033	5	chr7	5567670	1463	7386	2949	6376	1384	4259	2475	2481	1327	1270	1455	1885	727	2103	2234	565	2322	1146	1967	1611
ACTB	1032	5	chr7	5567671	1490	7519	2993	6490	1402	4263	2519	2543	1334	1291	1492	1928	727	2151	2250	574	2354	1160	2004	1626
ACTB	1031	5	chr7	5567672	1417	7614	2948	6566	1337	4278	2499	2441	1291	1280	1446	1875	711	2106	2192	578	2290	1119	1933	1602
ACTB	1030	5	chr7	5567673	1419	7581	2954	6518	1335	4317	2500	2431	1288	1286	1435	1882	724	2108	2198	574	2292	1123	1934	1603
ACTB	1029	5	chr7	5567674	1430	7699	2967	6669	1338	4356	2505	2430	1298	1288	1428	1881	732	2122	2206	572	2305	1115	1950	1605
ACTB	1028	5	chr7	5567675	1421	7573	2939	6567	1344	4370	2457	2381	1279	1274	1414	1858	731	2118	2195	577	2268	1095	1925	1587
ACTB	1027	5	chr7	5567676	1426	7568	2953	6526	1351	4398	2458	2387	1287	1281	1424	1873	735	2130	2210	584	2269	1101	1929	1595
ACTB	1026	5	chr7	5567677	1426	7367	2944	6307	1352	4392	2452	2387	1283	1281	1424	1861	729	2124	2202	576	2261	1097	1911	1592
ACTB	1025	5	chr7	5567678	1413	7303	2929	6256	1351	4389	2430	2386	1278	1275	1419	1856	725	2109	2198	586	2229	1098	1892	1576
ACTB	1024	5	chr7	5567679	1417	7364	2934	6313	1353	4396	2446	2388	1282	1282	1433	1856	724	2118	2202	588	2234	1102	1901	1588
ACTB	1023	5	chr7	5567680	1440	7265	2954	6237	1369	4464	2466	2435	1279	1291	1449	1874	724	2163	2217	599	2246	1112	1905	1593
ACTB	1022	5	chr7	5567681	1475	7295	3000	6261	1395	4594	2484	2470	1287	1283	1489	1919	714	2197	2256	588	2248	1125	1892	1601
ACTB	1021	5	chr7	5567682	1495	7232	3035	6201	1413	4772	2527	2473	1294	1285	1499	1923	705	2218	2286	603	2243	1117	1887	1605
ACTB	1020	5	chr7	5567683	1489	7270	3012	6239	1402	4753	2519	2465	1286	1275	1496	1920	705	2207	2269	603	2232	1115	1867	1595
ACTB	1019	5	chr7	5567684	1490	7084	3002	6018	1409	4751	2495	2461	1283	1280	1489	1916	702	2198	2262	602	2215	1106	1850	1588
ACTB	1018	5	chr7	5567685	1471	7087	2947	6008	1395	4706	2433	2416	1262	1256	1458	1887	694	2162	2219	597	2169	1085	1796	1561
ACTB	1017	5	chr7	5567686	1511	7501	3020	6336	1440	4776	2521	2518	1291	1289	1512	1953	704	2240	2289	605	2218	1132	1836	1592
ACTB	1016	5	chr7	5567687	1523	7593	3013	6427	1441	4783	2513	2521	1291	1286	1514	1951	699	2234	2289	603	2218	1126	1825	1588
ACTB	1015	5	chr7	5567688	1581	7948	3082	6761	1487	4862	2576	2584	1321	1321	1568	2006	697	2289	2334	612	2269	1145	1864	1620
ACTB	1014	5	chr7	5567689	1582	7932	3084	7082	1485	4865	2577	2590	1324	1320	1569	2008	698	2288	2338	613	2267	1151	1863	1623
ACTB	1013	5	chr7	5567690	1560	7356	3019	6390	1454	4847	2553	2567	1309	1302	1560	1975	691	2241	2282	612	2231	1131	1823	1575
ACTB	1012	5	chr7	5567691	1574	7368	3031	6393	1462	4899	2572	2576	1336	1306	1576	1986	710	2267	2284	641	2253	1125	1851	1586
ACTB	1011	5	chr7	5567692	1560	7382	2981	6414	1440	4986	2535	2532	1308	1278	1553	1965	709	2222	2235	637	2217	1112	1816	1554
ACTB	1010	5	chr7	5567693	1543	7363	2955	6402	1436	4966	2537	2524	1306	1270	1560	1952	706	2218	2228	639	2211	1106	1796	1537
ACTB	1009	5	chr7	5567694	1538	7570	2990	6601	1458	4950	2542	2501	1333	1281	1566	1953	711	2245	2234	648	2226	1118	1817	1560
ACTB	1008	5	chr7	5567695	1563	7652	3032	6670	1482	5030	2556	2547	1351	1293	1572	1959	724	2296	2258	650	2265	1139	1835	1574
ACTB	1007	5	chr7	5567696	1585	7866	3061	6848	1511	5063	2575	2594	1368	1310	1595	1993	733	2323	2291	654	2312	1164	1855	1588
ACTB	1006	5	chr7	5567697	1567	7902	3031	6883	1486	5071	2561	2582	1365	1288	1582	1996	727	2279	2248	642	2276	1151	1826	1570
ACTB	1005	5	chr7	5567698	1572	7884	3046	6876	1500	5104	2592	2595	1366	1291	1587	2008	726	2290	2263	646	2282	1155	1841	1587
ACTB	1004	5	chr7	5567699	1576	7719	3037	6758	1498	5106	2593	2595	1362	1281	1579	2003	725	2290	2249	645	2275	1154	1838	1586
ACTB	1003	5	chr7	5567700	1560	6851	3016	5935	1487	5117	2583	2579	1345	1262	1579	1984	721	2269	2219	639	2256	1153	1815	1572
ACTB	1002	5	chr7	5567701	1555	6926	2980	6078	1472	5114	2558	2568	1334	1253	1575	1977	717	2244	2195	635	2233	1147	1801	1558
ACTB	1001	5	chr7	5567702	1555	6863	2975	6075	1469	5108	2553	2565	1336	1249	1573	1977	714	2243	2193	634	2225	1144	1793	1555
ACTB	1000	5	chr7	5567703	1565	7001	2992	6197	1474	5121	2565	2580	1341	1250	1582	1983	714	2249	2205	634	2232	1148	1801	1562
ACTB	999	5	chr7	5567704	1565	7112	2979	6305	1474	5115	2546	2568	1332	1236	1579	1979	710	2228	2196	635	2212	1145	1792	1549
ACTB	998	5	chr7	5567705	1572	6921	2976	6165	1473	5114	2549	2571	1338	1237	1576	1985	702	2223	2192	632	2201	1143	1783	1551
ACTB	997	5	chr7	5567706	1595	6691	3045	6006	1497	5182	2607	2613	1367	1258	1599	2027	707	2280	2234	637	2256	1172	1816	1600
ACTB	996	5	chr7	5567707	1602	6623	3067	5923	1497	5215	2628	2621	1376	1279	1601	2035	709	2285	2229	641	2275	1178	1823	1608
ACTB	995	5	chr7	5567708	1594	6514	3049	5848	1470	5215	2643	2625	1387	1272	1591	2029	705	2269	2204	639	2273	1169	1801	1616
ACTB	994	5	chr7	5567709	1596	6466	3048	5816	1470	5218	2645	2626	1386	1272	1592	2028	706	2273	2199	639	2270	1170	1801	1618
ACTB	993	5	chr7	5567710	1600	6424	3078	5786	1481	5233	2655	2647	1387	1287	1590	2024	711	2287	2203	644	2292	1179	1808	1633
ACTB	992	5	chr7	5567711	1613	6789	3106	6069	1492	5251	2673	2661	1404	1305	1594	2026	718	2310	2203	659	2324	1193	1818	1638
ACTB	991	5	chr7	5567712	1564	6832	3027	6110	1451	5179	2626	2623	1385	1269	1573	1995	706	2249	2147	657	2279	1186	1723	1607
ACTB	990	5	chr7	5567713	1577	7051	3024	6335	1469	5176	2610	2628	1386	1281	1576	2004	706	2254	2155	662	2292	1198	1731	1611
ACTB	989	5	chr7	5567714	1573	7158	3011	6411	1472	5168	2593	2625	1380	1291	1576	2006	708	2245	2157	667	2297	1200	1732	1609
ACTB	988	5	chr7	5567715	1586	7324	2994	6542	1493	5179	2564	2641	1389	1300	1567	2000	717	2246	2156	674	2312	1195	1728	1614
ACTB	987	5	chr7	5567716	1592	7406	3016	6595	1505	5188	2560	2648	1397	1313	1566	2014	717	2262	2164	681	2322	1199	1739	1620
ACTB	986	5	chr7	5567717	1653	7398	3106	6615	1589	5272	2601	2728	1481	1378	1597	2066	726	2343	2281	703	2422	1242	1827	1696
ACTB	985	5	chr7	5567718	1653	7290	3095	6554	1586	5280	2593	2728	1481	1379	1595	2065	726	2341	2271	699	2424	1240	1822	1693
ACTB	984	5	chr7	5567719	1634	7110	3057	6415	1572	5256	2561	2693	1463	1369	1577	2044	720	2309	2230	693	2389	1230	1798	1666
ACTB	983	5	chr7	5567720	1634	6961	3056	6283	1572	5259	2561	2697	1464	1367	1576	2044	720	2307	2228	693	2390	1228	1800	1671
ACTB	982	5	chr7	5567721	1632	6812	3037	6155	1564	5258	2556	2690	1452	1353	1573	2033	718	2281	2200	694	2357	1203	1789	1653
ACTB	981	5	chr7	5567722	1638	6794	3041	6143	1566	5258	2566	2697	1458	1358	1581	2033	721	2283	2206	696	2365	1206	1797	1659
ACTB	980	5	chr7	5567723	1632	6628	3035	5988	1564	5252	2564	2688	1452	1357	1579	2026	722	2276	2202	695	2365	1203	1795	1657
ACTB	979	5	chr7	5567724	1634	6745	3047	6072	1570	5254	2580	2694	1466	1364	1579	2033	724	2299	2206	697	2389	1208	1805	1671
ACTB	978	5	chr7	5567725	1647	6733	3052	6068	1587	5266	2598	2713	1469	1374	1585	2039	724	2307	2218	704	2397	1217	1822	1674
ACTB	977	5	chr7	5567726	1642	6621	3049	5982	1582	5260	2593	2705	1464	1368	1584	2033	723	2301	2206	704	2392	1213	1814	1674
ACTB	976	5	chr7	5567727	1647	6648	3059	6006	1593	5255	2607	2708	1479	1378	1589	2036	729	2316	2213	706	2410	1221	1826	1679
ACTB	975	5	chr7	5567728	1623	6529	3009	5895	1567	5116	2555	2662	1446	1344	1555	2003	717	2277	2171	697	2373	1196	1792	1651
ACTB	974	5	chr7	5567729	1611	6587	2979	5964	1556	4944	2534	2638	1434	1337	1552	1986	712	2259	2159	693	2348	1193	1781	1635
ACTB	973	5	chr7	5567730	1480	6534	2747	5917	1476	4044	2354	2418	1384	1278	1418	1816	679	2158	2060	679	2260	1163	1703	1546
ACTB	972	5	chr7	5567731	1412	6651	2664	6014	1433	3826	2311	2297	1342	1244	1360	1723	646	2106	1955	669	2192	1135	1672	1513
ACTB	971	5	chr7	5567732	1402	6467	2642	5832	1436	3755	2283	2271	1338	1226	1341	1702	646	2095	1931	676	2188	1122	1665	1521
ACTB	970	5	chr7	5567733	1436	6441	2711	5810	1495	3787	2369	2326	1385	1272	1349	1739	646	2172	1985	694	2276	1161	1727	1584
ACTB	969	5	chr7	5567734	1464	6552	2814	5897	1529	3852	2405	2410	1435	1304	1389	1761	658	2248	2027	716	2341	1192	1784	1633
ACTB	968	5	chr7	5567735	1427	6117	2776	5546	1511	3565	2354	2354	1409	1285	1367	1713	648	2228	1984	702	2300	1172	1748	1598
ACTB	967	5	chr7	5567736	1386	6177	2694	5536	1478	3258	2291	2276	1389	1256	1317	1657	625	2188	1941	693	2231	1150	1685	1543
ACTB	966	5	chr7	5567737	1336	6153	2627	5506	1457	3099	2244	2175	1345	1225	1263	1607	615	2119	1864	677	2166	1113	1635	1517
ACTB	965	5	chr7	5567738	1280	6196	2547	5215	1391	2916	2197	2102	1295	1186	1219	1522	563	2089	1814	660	2086	1077	1597	1479
ACTB	964	5	chr7	5567739	1275	6186	2552	5249	1394	2903	2191	2099	1293	1182	1216	1519	555	2088	1808	651	2083	1079	1597	1479
ACTB	963	5	chr7	5567740	1306	6534	2614	5583	1424	2926	2230	2136	1313	1211	1238	1548	569	2128	1835	669	2126	1107	1642	1510
ACTB	962	5	chr7	5567741	1298	6646	2617	5701	1433	2850	2201	2123	1309	1202	1229	1554	561	2144	1842	672	2120	1108	1650	1525
ACTB	961	5	chr7	5567742	1297	6689	2623	5744	1436	2836	2208	2116	1313	1197	1223	1558	566	2148	1851	663	2124	1107	1667	1523
ACTB	960	5	chr7	5567743	1280	6561	2585	5615	1419	2783	2198	2104	1303	1195	1204	1547	557	2134	1837	656	2103	1106	1665	1495
ACTB	959	5	chr7	5567744	1274	6467	2558	5549	1395	2767	2175	2080	1287	1185	1178	1528	543	2116	1800	646	2075	1091	1632	1475
ACTB	958	5	chr7	5567745	1280	6437	2575	5526	1405	2769	2188	2091	1289	1190	1184	1542	548	2132	1814	647	2098	1101	1644	1483
ACTB	957	5	chr7	5567746	1267	6524	2552	5599	1400	2713	2172	2068	1275	1174	1162	1527	545	2125	1806	642	2091	1096	1633	1471
ACTB	956	5	chr7	5567747	1270	6570	2554	5646	1399	2714	2174	2072	1274	1178	1163	1527	544	2128	1806	641	2091	1099	1635	1471
ACTB	955	5	chr7	5567748	1272	7336	2546	6383	1400	2702	2154	2071	1278	1184	1166	1531	539	2135	1809	638	2093	1100	1643	1472
ACTB	954	5	chr7	5567749	1275	7328	2532	6349	1403	2691	2130	2067	1281	1187	1165	1527	536	2141	1808	641	2096	1097	1645	1477
ACTB	953	5	chr7	5567750	1264	7182	2506	6166	1394	2674	2110	2051	1270	1174	1153	1509	526	2129	1786	640	2075	1092	1629	1463
ACTB	952	5	chr7	5567751	1223	7085	2431	6092	1366	2628	2051	1983	1246	1142	1107	1446	515	2076	1752	625	2015	1073	1581	1426
ACTB	951	5	chr7	5567752	1169	6969	2342	6012	1337	2509	1987	1915	1218	1098	1068	1365	502	2022	1687	610	1967	1048	1536	1390
ACTB	950	5	chr7	5567753	1164	6812	2326	5886	1335	2456	1972	1909	1225	1109	1064	1361	498	2013	1684	618	1966	1052	1555	1395
ACTB	949	5	chr7	5567754	1147	6796	2316	5884	1325	2412	1962	1900	1215	1096	1057	1350	491	1992	1674	623	1941	1044	1542	1382
ACTB	948	5	chr7	5567755	1136	6758	2293	5882	1315	2374	1942	1886	1207	1091	1047	1329	488	1971	1666	617	1919	1043	1548	1380
ACTB	947	5	chr7	5567756	1130	6966	2277	6007	1313	2341	1940	1876	1198	1084	1036	1314	486	1964	1649	611	1913	1036	1537	1377
ACTB	946	5	chr7	5567757	1134	7038	2287	6071	1319	2341	1940	1873	1199	1090	1032	1313	492	1979	1651	615	1921	1038	1551	1382
ACTB	945	5	chr7	5567758	1130	7165	2280	6231	1315	2317	1935	1862	1198	1085	1025	1299	502	1971	1641	607	1913	1028	1546	1376
ACTB	944	5	chr7	5567759	1140	7258	2296	6322	1332	2324	1933	1869	1197	1086	1017	1306	512	1991	1651	614	1921	1037	1558	1378
ACTB	943	5	chr7	5567760	1102	6809	2254	5983	1298	2245	1899	1808	1192	1073	990	1269	506	1938	1621	605	1890	1022	1543	1352
ACTB	942	5	chr7	5567761	1055	6725	2166	5934	1262	2105	1835	1743	1169	1053	925	1211	503	1894	1557	601	1854	989	1525	1319
ACTB	941	5	chr7	5567762	1009	6263	2046	5502	1221	1868	1758	1696	1135	1039	894	1164	491	1820	1484	579	1810	965	1488	1276
ACTB	940	5	chr7	5567763	1014	6228	2046	5480	1224	1863	1752	1696	1134	1046	900	1156	490	1822	1489	577	1819	970	1491	1281
ACTB	939	5	chr7	5567764	1008	6210	2016	5443	1208	1844	1733	1673	1124	1040	892	1134	489	1808	1474	572	1808	962	1483	1272
ACTB	938	5	chr7	5567765	1006	6182	2029	5432	1210	1853	1754	1677	1130	1042	894	1139	492	1821	1483	576	1818	966	1496	1275
ACTB	937	5	chr7	5567766	961	6203	1947	5471	1161	1777	1655	1570	1092	1008	835	1069	481	1746	1410	566	1763	918	1449	1237
ACTB	936	5	chr7	5567767	951	6215	1946	5502	1166	1768	1660	1564	1099	1010	829	1070	483	1753	1409	567	1758	926	1451	1237
ACTB	935	5	chr7	5567768	889	6223	1866	5502	1120	1678	1584	1496	1061	973	768	1010	479	1687	1358	554	1699	902	1402	1202
ACTB	934	5	chr7	5567769	886	6271	1860	5527	1120	1673	1582	1483	1054	973	762	1006	479	1682	1353	553	1694	901	1405	1195
ACTB	933	5	chr7	5567770	883	6283	1857	5535	1116	1670	1579	1483	1044	964	759	1007	478	1679	1348	550	1686	900	1397	1193
ACTB	932	5	chr7	5567771	861	6358	1817	5575	1097	1599	1536	1461	1004	948	733	987	455	1635	1323	515	1642	895	1352	1169
ACTB	931	5	chr7	5567772	851	6458	1784	5644	1097	1471	1520	1450	1010	949	720	977	450	1635	1321	512	1630	897	1329	1152
ACTB	930	5	chr7	5567773	861	6410	1778	5624	1114	1465	1531	1453	1022	946	727	972	452	1654	1331	512	1635	902	1344	1152
ACTB	929	5	chr7	5567774	852	6416	1727	5610	1091	1427	1533	1437	1006	936	714	969	450	1623	1312	506	1606	887	1321	1116
ACTB	928	5	chr7	5567775	830	6508	1693	5671	1069	1340	1531	1391	988	929	706	965	443	1578	1301	508	1565	873	1296	1101
ACTB	927	5	chr7	5567776	803	6488	1663	5644	1040	1292	1527	1339	974	917	686	928	435	1542	1266	503	1529	853	1277	1080
ACTB	926	5	chr7	5567777	781	6512	1636	5658	1030	1259	1511	1318	960	908	680	907	432	1525	1255	499	1508	844	1261	1064
ACTB	925	5	chr7	5567778	770	6456	1615	5585	1025	1215	1482	1294	953	903	671	893	427	1515	1233	494	1500	840	1243	1044
ACTB	924	5	chr7	5567779	773	6695	1634	5827	1040	1205	1508	1306	982	919	682	913	430	1542	1257	510	1539	854	1263	1059
ACTB	923	5	chr7	5567780	759	6730	1600	5869	1029	1145	1475	1281	973	911	659	899	426	1524	1252	511	1522	848	1243	1040
ACTB	922	5	chr7	5567781	760	6738	1615	5875	1039	1140	1477	1287	977	919	664	902	427	1534	1267	512	1534	860	1248	1050
ACTB	921	5	chr7	5567782	764	6785	1633	5915	1056	1145	1491	1296	982	934	672	903	426	1543	1279	514	1549	866	1260	1065
ACTB	920	5	chr7	5567783	760	6652	1626	5814	1053	1142	1486	1293	984	937	672	900	426	1549	1275	514	1554	866	1260	1062
ACTB	919	5	chr7	5567784	764	6798	1643	5952	1054	1147	1494	1294	988	938	673	898	430	1556	1276	514	1558	867	1262	1064
ACTB	918	5	chr7	5567785	753	6733	1632	5931	1046	1141	1490	1280	976	931	669	877	427	1546	1259	514	1549	864	1255	1054
ACTB	917	5	chr7	5567786	728	6542	1579	5741	1031	1076	1442	1241	952	917	653	843	423	1506	1237	513	1502	849	1236	1013
ACTB	916	5	chr7	5567787	719	6540	1550	5727	1025	1042	1423	1231	942	897	650	837	419	1494	1231	507	1475	843	1224	997
ACTB	915	5	chr7	5567788	717	6612	1538	5739	1023	1028	1389	1214	915	889	642	827	412	1476	1221	499	1452	835	1214	976
ACTB	914	5	chr7	5567789	724	6294	1553	5449	1023	1033	1407	1219	919	897	650	830	413	1487	1235	502	1459	841	1227	983
ACTB	913	5	chr7	5567790	721	6306	1512	5456	1017	1011	1389	1199	908	881	645	826	407	1465	1217	497	1424	830	1217	963
ACTB	912	5	chr7	5567791	709	6351	1485	5487	1008	984	1374	1191	897	872	633	832	399	1444	1213	483	1395	814	1209	954
ACTB	911	5	chr7	5567792	714	6486	1496	5582	997	1002	1394	1190	886	862	635	830	397	1428	1201	469	1371	796	1213	944
ACTB	910	5	chr7	5567793	732	6811	1563	5808	1004	1029	1428	1224	910	873	639	844	397	1465	1244	469	1406	817	1233	977
ACTB	909	5	chr7	5567794	736	6767	1571	5752	1002	1040	1461	1251	925	863	660	848	402	1464	1256	469	1413	807	1240	976
ACTB	908	5	chr7	5567795	710	6700	1544	5718	966	1020	1454	1218	902	835	650	821	391	1427	1229	458	1364	780	1212	954
ACTB	907	5	chr7	5567796	710	6752	1563	5745	960	1036	1506	1225	911	829	652	819	392	1427	1232	458	1376	790	1219	968
ACTB	906	5	chr7	5567797	643	5949	1434	4980	868	924	1433	1136	823	758	613	755	380	1324	1102	434	1262	741	1119	878
ACTB	905	5	chr7	5567798	655	6008	1457	5076	881	929	1466	1157	831	759	627	769	382	1334	1122	439	1276	750	1126	891
ACTB	904	5	chr7	5567799	674	6017	1481	5054	897	944	1492	1181	842	776	637	786	383	1351	1140	443	1292	758	1145	909
ACTB	903	5	chr7	5567800	677	6153	1497	5159	907	949	1504	1187	843	778	647	791	392	1361	1150	445	1302	764	1148	906
ACTB	902	5	chr7	5567801	689	6189	1512	5174	922	949	1519	1210	853	784	655	812	396	1373	1167	446	1321	771	1163	922
ACTB	901	5	chr7	5567802	715	6394	1551	5367	941	970	1565	1253	868	798	680	842	410	1399	1221	455	1351	785	1191	939
ACTB	900	5	chr7	5567803	720	6633	1553	5559	944	969	1560	1267	872	797	685	846	414	1405	1226	457	1351	787	1194	940
ACTB	899	5	chr7	5567804	749	7213	1568	6047	971	974	1576	1318	870	805	714	876	417	1414	1253	459	1354	793	1204	946
ACTB	898	5	chr7	5567805	740	7046	1560	5964	953	966	1555	1309	867	796	709	876	412	1400	1243	450	1345	782	1189	939
ACTB	897	5	chr7	5567806	753	7094	1566	5980	962	972	1571	1329	866	809	714	891	417	1413	1256	454	1366	790	1196	949
ACTB	896	5	chr7	5567807	763	6934	1590	5801	968	976	1595	1359	877	813	728	910	422	1411	1267	460	1381	790	1204	950
ACTB	895	5	chr7	5567808	775	6849	1607	5722	974	990	1611	1376	886	814	731	925	426	1423	1273	463	1412	796	1210	960
ACTB	894	5	chr7	5567809	776	6944	1604	5780	972	986	1613	1375	886	813	729	925	426	1418	1277	461	1410	792	1206	958
ACTB	893	5	chr7	5567810	755	6647	1593	5521	922	974	1597	1351	854	794	721	903	423	1391	1213	451	1371	765	1172	941
ACTB	892	5	chr7	5567811	736	6695	1566	5583	910	960	1553	1313	843	783	700	886	419	1376	1203	443	1360	741	1156	920
ACTB	891	5	chr7	5567812	723	6696	1550	5558	894	931	1533	1284	825	774	697	880	412	1361	1185	428	1344	729	1140	896
ACTB	890	5	chr7	5567813	673	6646	1441	5546	820	838	1396	1170	761	706	640	816	399	1267	1118	405	1231	675	1071	817
ACTB	889	5	chr7	5567814	644	6637	1338	5540	786	732	1327	1076	714	674	582	790	375	1192	1081	380	1169	638	1014	757
ACTB	888	5	chr7	5567815	635	6475	1314	5400	774	720	1309	1046	708	661	567	781	371	1166	1071	373	1159	629	1003	744
ACTB	887	5	chr7	5567816	632	6466	1303	5363	769	710	1306	1041	706	660	567	779	365	1157	1066	365	1156	622	1003	744
ACTB	1812	6	chr7	5566779	0	21	2	20	1	1	2	0	3	3	0	1	2	2	3	4	5	7	2	1
ACTB	1811	6	chr7	5566780	0	26	2	28	1	1	2	0	3	4	1	1	2	2	3	4	5	8	2	1
ACTB	1810	6	chr7	5566781	0	26	2	30	2	1	2	1	3	4	1	1	2	2	5	4	6	9	3	1
ACTB	1809	6	chr7	5566782	0	26	2	35	2	2	2	1	3	4	1	1	2	2	5	4	6	10	3	1
ACTB	1808	6	chr7	5566783	0	34	2	45	2	2	2	1	3	4	1	1	2	3	5	5	6	10	3	1
ACTB	1807	6	chr7	5566784	0	38	2	48	2	2	2	1	3	4	1	1	2	3	5	5	6	10	3	1
ACTB	1806	6	chr7	5566785	0	39	2	50	2	3	4	1	3	4	1	1	3	4	5	5	6	10	3	1
ACTB	1805	6	chr7	5566786	1	41	2	53	2	3	5	1	3	4	2	1	3	4	6	5	6	10	3	1
ACTB	1804	6	chr7	5566787	3	49	16	61	7	33	25	3	11	14	4	6	12	19	8	8	13	17	13	7
ACTB	1803	6	chr7	5566788	14	60	37	66	15	76	49	16	20	29	10	12	17	33	14	20	20	29	20	20
ACTB	1802	6	chr7	5566789	15	63	65	72	20	146	116	19	30	37	21	14	44	45	31	43	38	43	27	40
ACTB	1801	6	chr7	5566790	20	78	88	78	25	183	155	21	34	46	25	20	81	57	43	59	43	52	32	58
ACTB	1800	6	chr7	5566791	21	99	97	88	30	197	168	24	47	50	26	22	90	65	48	67	48	57	40	69
ACTB	1799	6	chr7	5566792	125	253	453	251	246	653	643	278	282	236	266	170	537	337	309	551	238	293	271	329
ACTB	1798	6	chr7	5566793	187	366	649	374	387	760	724	373	396	350	350	272	749	489	438	780	360	472	388	457
ACTB	1797	6	chr7	5566794	254	435	817	455	513	841	848	553	492	447	502	340	928	652	587	993	468	646	524	596
ACTB	1796	6	chr7	5566795	325	528	977	552	635	929	994	837	621	584	727	486	1087	775	755	1130	631	843	639	725
ACTB	1795	6	chr7	5566796	326	531	998	554	644	945	1018	858	632	598	754	498	1114	791	768	1141	647	860	647	743
ACTB	1794	6	chr7	5566797	388	1192	1088	1375	764	970	1076	972	723	660	850	591	1196	898	878	1233	721	1027	729	809
ACTB	1793	6	chr7	5566798	408	1266	1145	1434	781	1056	1196	1058	769	700	930	629	1254	913	914	1250	776	1075	760	863
ACTB	1792	6	chr7	5566799	413	1270	1155	1438	784	1064	1207	1063	774	704	936	634	1261	917	917	1254	782	1083	764	870
ACTB	1791	6	chr7	5566800	414	1270	1167	1440	785	1085	1237	1073	777	708	957	639	1267	921	920	1254	788	1091	766	880
ACTB	1790	6	chr7	5566801	414	1270	1171	1441	786	1090	1241	1075	779	712	961	643	1268	923	921	1254	788	1091	767	881
ACTB	1789	6	chr7	5566802	417	1279	1190	1459	788	1100	1279	1083	783	718	985	651	1278	932	926	1265	791	1098	775	889
ACTB	1788	6	chr7	5566803	420	1281	1200	1462	790	1105	1287	1092	785	721	990	654	1282	933	927	1267	796	1101	777	893
ACTB	1787	6	chr7	5566804	421	1281	1201	1462	791	1109	1292	1094	785	724	994	655	1288	935	927	1269	799	1102	779	896
ACTB	1786	6	chr7	5566805	440	1286	1239	1474	801	1165	1347	1135	800	755	1036	687	1319	961	944	1283	823	1123	815	922
ACTB	1785	6	chr7	5566806	440	1291	1247	1475	802	1173	1358	1139	806	761	1040	690	1328	965	947	1288	829	1130	821	929
